Station Name,Current Output (MW),Region,Most Recent Output Time (AEST),Current % of Max Cap,Current % of Reg Cap,Max Cap (MW),Reg Cap (MW),Max ROC/Min,Unit Size (MW),Physical Unit No.,Participant,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Aggregation,DUID,Lat,Lon
Lemonthyme / Wilmot Power Station,86.84096,TAS1,2022-08-30T04:05:00+0000,100.98,106.42,86,81.6,"25, -","51, 30.6","L 1, W 1",Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,LEM_WIL,-41.603763,146.139022
Catagunya / Liapootah / Wayatinah Power Station,118.83861,TAS1,2022-08-30T04:05:00+0000,62.55,68.42,190,173.7,"110, -, -, -, -","24, 27.9, 27.9, 31.5, 12.8","C 1-2, L 1, L 2, L 3, W 1-3",Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,LI_WY_CA,-42.45238115,146.5976867
Lake Bonney Stage 2 Windfarm,0,SA1,2022-08-30T04:05:00+0000,0,0,159,159,32,3,Jan-53,Lake Bonney Wind Power Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,LKBONNY2,-37.81489402,140.4194991
Lake Bonney Stage 3 Wind Farm,0,SA1,2022-08-30T04:05:00+0000,0,0,39,39,32,3,Jan-13,Lake Bonney Wind Power Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,LKBONNY3,-37.75049632,140.3930292
Lake Echo Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,34,32.4,15,32.4,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,LK_ECHO,-42.25370224,146.6206993
Loy Yang B Power Station,460.5228,VIC1,2022-08-30T04:05:00+0000,76.75,92.1,600,500,110,500,1,Alinta Energy Retail Sales Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LOYYB1,-38.256447,146.58637
Loy Yang B Power Station,469.92151,VIC1,2022-08-30T04:05:00+0000,78.32,93.98,600,500,110,500,2,Alinta Energy Retail Sales Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LOYYB2,-38.256447,146.58637
Loy Yang A Power Station,560,VIC1,2022-08-30T04:05:00+0000,94.92,100,590,560,118,560,1,AGL Loy Yang Marketing Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LYA1,-38.2536,146.574569
Loy Yang A Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,535,530,108,530,2,AGL Loy Yang Marketing Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LYA2,-38.2536,146.574569
Loy Yang A Power Station,406,VIC1,2022-08-30T04:05:00+0000,68.81,72.5,590,560,118,560,3,AGL Loy Yang Marketing Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LYA3,-38.2536,146.574569
Loy Yang A Power Station,405,VIC1,2022-08-30T04:05:00+0000,69.83,72.32,580,560,116,560,4,AGL Loy Yang Marketing Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,LYA4,-38.2536,146.574569
Macarthur Wind Farm,149.79654,VIC1,2022-08-30T04:05:00+0000,35.67,35.67,420,420,90,3,1-140,AGL Hydro Partnership,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,MACARTH1,-38.06480431,142.1843603
Mackintosh Power Station,87.85001,TAS1,2022-08-30T04:05:00+0000,98.71,109.95,89,79.9,40,79.9,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,MACKNTSH,-41.69974974,145.6461186
Bogong / Mackay Power Station,2.00E-02,VIC1,2022-08-30T04:05:00+0000,0.01,0.01,300,300,60,26.7,1-Jun,AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,MCKAY1,-36.805461,147.228034
Meadowbank Power Station,28.8658,TAS1,2022-08-30T04:05:00+0000,65.6,72.16,44,40,10,40,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,MEADOWBK,-42.611199,146.845676
Mt Mercer Wind Farm,104.7,VIC1,2022-08-30T04:05:00+0000,79.92,79.8,131,131.2,33,2.05,Jan-64,Mt Mercer Windfarm Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,MERCER01,-37.841111,143.871111
Mintaro Gas Turbine Station,8.55E-02,SA1,2022-08-30T04:05:00+0000,0.08,0.09,105,90,5,90,1,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,MINTARO,-33.9031,138.7383
Mortlake Power Station,274,VIC1,2022-08-30T04:05:00+0000,93.84,96.82,292,283,13,283,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,MORTLK11,-38.06316932,142.6674789
Mortlake Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,292,283,13,283,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,MORTLK12,-38.06316932,142.6674789
Mt Piper Power Station,220.72498,NSW1,2022-08-30T04:05:00+0000,31.53,31.53,700,700,25,700,1,EnergyAustralia Pty Ltd,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,MP1,-33.35889223,150.0313223
Mt Piper Power Station,219.22504,NSW1,2022-08-30T04:05:00+0000,31.32,31.32,700,700,25,700,2,EnergyAustralia Pty Ltd,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,MP2,-33.35889223,150.0313223
Millmerran Power Plant,434.73746,QLD1,2022-08-30T04:05:00+0000,99.94,102.05,435,426,10,426,1,Millmerran Energy Trader Pty Ltd,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,MPP_1,-27.961542,151.278949
Millmerran Power Plant,399.80893,QLD1,2022-08-30T04:05:00+0000,91.91,93.85,435,426,10,426,2,Millmerran Energy Trader Pty Ltd,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,MPP_2,-27.961542,151.278949
Mt Stuart Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,152,144,31,144,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Y,MSTUART1,-19.33799835,146.8511706
Mt Stuart Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,152,144,31,144,2,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Y,MSTUART2,-19.33799835,146.8511706
Mt Stuart Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,139,131,28,131,3,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Y,MSTUART3,-19.33799835,146.8511706
Murray Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,1575,1500,"450, -","95, 138","1-10, 11-14",Snowy Hydro Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,MURRAY,-36.2476894,148.188249
Musselroe Wind Farm,142.60001,TAS1,2022-08-30T04:05:00+0000,84.88,84.88,168,168,168,3,Jan-56,Hydro-Electric Corporation,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,MUSSELR1,-40.77981068,148.0097387
North Brown Hill Wind Farm,69.60001,SA1,2022-08-30T04:05:00+0000,52.73,52.61,132,132.3,30,2.1,Jan-63,AGL SA Generation Pty Limited,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,NBHWF1,-33.252576,138.712289
Newport Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,510,500,20,500,1,EnergyAustralia Ecogen Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Steam Sub-Critical,Y,NPS,-37.841462,144.894197
Oakey Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,173,141,30,141,1,Shell Energy Retail Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,OAKEY1,-27.4183862,151.6770933
Oakey Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,173,141,30,141,2,Shell Energy Retail Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,OAKEY2,-27.4183862,151.6770933
Oaklands Hill Wind Farm,53.8,VIC1,2022-08-30T04:05:00+0000,85.4,80.3,63,67,30,2.1,Jan-32,AGL Hydro Partnership,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,OAKLAND1,-37.6870595,142.5467248
Osborne Power Station,147.19,SA1,2022-08-30T04:05:00+0000,72.15,81.77,204,180,"41, -","118, 62","1, 2",Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,OSB-AG,-34.798021,138.507884
Poatina Power Station,5.3692,TAS1,2022-08-30T04:05:00+0000,4.33,5.37,124,100,20,50,1-Feb,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,POAT110,-41.81148439,146.9191678
Poatina Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,248,200,40,50,3-Jun,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,POAT220,-41.81148439,146.9191678
Port Lincoln Gas Turbine,0,SA1,2022-08-30T04:05:00+0000,0,0,55,50,6,25,1-Feb,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Y,POR01,-34.70033444,135.8044238
Port Lincoln Gas Turbine,0,SA1,2022-08-30T04:05:00+0000,0,0,23,23.5,5,23.5,PL3,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Y,POR03,-34.70033444,135.8044238
Pelican Point Power Station,177.57875,SA1,2022-08-30T04:05:00+0000,34.02,37.15,522,478,"20, -","160, 158","1-2, 3",Pelican Point Power Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,PPCCGT,-34.764972,138.505325
Wivenhoe Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,245,240,120,240,1,CleanCo Queensland Limited,Load,Market,Scheduled,-,-,-,-,Y,PUMP1,-27.372221,152.632028
Wivenhoe Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,245,240,120,240,2,CleanCo Queensland Limited,Load,Market,Scheduled,-,-,-,-,Y,PUMP2,-27.372221,152.632028
Quarantine Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,29.5,29,6,29,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,QPS1,-34.779284,138.522352
Quarantine Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,25,24,5,24,2,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,QPS2,-34.779284,138.522352
Quarantine Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,29.5,24,6,29.5,3,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,QPS3,-34.779284,138.522352
Quarantine Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,25,24,5,24,4,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,QPS4,-34.779284,138.522352
Quarantine Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,128,128,26,128,5,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,QPS5,-34.779284,138.522352
Reece Power Station,44.62636,TAS1,2022-08-30T04:05:00+0000,37.5,38.6,119,115.6,40,115.6,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,REECE1,-41.72376958,145.1359484
Reece Power Station,37.35,TAS1,2022-08-30T04:05:00+0000,31.39,32.31,119,115.6,40,115.6,2,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,REECE2,-41.72376958,145.1359484
Roma Gas Turbine Station,2.71E-02,QLD1,2022-08-30T04:05:00+0000,0.03,0.03,84,80,9,40,"7, 7",Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,ROMA_7,-26.577201,148.840199
Roma Gas Turbine Station,2.71E-02,QLD1,2022-08-30T04:05:00+0000,0.06,0.07,42,40,9,40,8,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,ROMA_8,-26.577201,148.840199
Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),0,NSW1,2022-08-30T04:05:00+0000,0,0,240,240,"25, -","40, 80","1-2, 3-4",Origin Energy Electricity Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,SHGEN,-34.73369,150.46687
Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),121.64531,NSW1,2022-08-30T04:05:00+0000,50.69,50.69,240,240,"12, -","40, 80","1-2, 3-4",Origin Energy Electricity Limited,Load,Market,Scheduled,-,-,-,-,Y,SHPUMP,-34.73369,150.46687
Smithfield Energy Facility,0.27443,NSW1,2022-08-30T04:05:00+0000,0.15,0.15,185,185,40,36.3,1-Mar,Smithfield Power Generation Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,SITHE01,-33.8498251,150.9483392
Snowtown Wind Farm Stage 2 North,1.4,SA1,2022-08-30T04:05:00+0000,0.97,0.97,144,144,50,3,Jan-48,Snowtown Wind Farm Stage 2 Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,SNOWNTH1,-33.71395594,138.1401735
Snowtown South Wind Farm,0.3,SA1,2022-08-30T04:05:00+0000,0.24,0.24,126,126,50,3,Jan-42,Snowtown Wind Farm Stage 2 Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,SNOWSTH1,-33.83016399,138.118444
Snowtown Wind Farm Units 1 And 47,0,SA1,2022-08-30T04:05:00+0000,0,0,99,99,20,2.1,Jan-47,Snowtown Wind Farm Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,SNOWTWN1,-33.711237,138.1455573
Tumut 3 Pumps,0,NSW1,2022-08-30T04:05:00+0000,0,0,600,600,120,200,4-Jun,Snowy Hydro Limited,Load,Market,Scheduled,,,,,Y,SNOWYP,-35.61121773,148.2916846
Snuggery Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,69,63,3,21,1-Mar,Synergen Power Pty Limited,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Y,SNUG1,-37.66455062,140.4155575
Stanwell Power Station,351.02826,QLD1,2022-08-30T04:05:00+0000,91.18,96.17,385,365,77,365,1,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,STAN-1,-23.50972,150.319466
Stanwell Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,385,365,77,365,2,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,STAN-2,-23.50972,150.319466
Stanwell Power Station,363.73071,QLD1,2022-08-30T04:05:00+0000,94.48,99.65,385,365,77,365,3,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,STAN-3,-23.50972,150.319466
Stanwell Power Station,364.96121,QLD1,2022-08-30T04:05:00+0000,94.8,99.99,385,365,77,365,4,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,STAN-4,-23.50972,150.319466
Swanbank E Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,385,385,77,385,1,CleanCo Queensland Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,SWAN_E,-27.65537431,152.8179382
Tallawarra Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,440,440,30,440,1,EnergyAustralia Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,TALWA1,-34.522778,150.808056
Tarong Power Station,223.2,QLD1,2022-08-30T04:05:00+0000,57.97,63.77,385,350,77,350,1,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,TARONG#1,-26.78235751,151.9152732
Tarong Power Station,223.8,QLD1,2022-08-30T04:05:00+0000,58.13,63.94,385,350,77,350,2,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,TARONG#2,-26.78235751,151.9152732
Tarong Power Station,218.7,QLD1,2022-08-30T04:05:00+0000,56.81,62.49,385,350,77,350,3,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,TARONG#3,-26.78235751,151.9152732
Tarong Power Station,223.2,QLD1,2022-08-30T04:05:00+0000,57.97,63.77,385,350,77,350,4,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,TARONG#4,-26.78235751,151.9152732
Tarraleah Power Station,67.7,TAS1,2022-08-30T04:05:00+0000,72.02,75.22,94,90,60,15,1-Jun,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,TARRALEA,-42.301208,146.457156
Tarong North Power Station,299.875,QLD1,2022-08-30T04:05:00+0000,62.47,67.69,480,443,96,443,1,Stanwell Corporation Limited,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,Y,TNPS1,-26.77576259,151.9146017
Torrens Island Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,120,120,15,120,3,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRA3,-34.806844,138.521322
Torrens Island Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,210,200,20,200,1,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRB1,-34.806844,138.521322
Torrens Island Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,210,200,20,200,2,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRB2,-34.806844,138.521322
Torrens Island Power Station,0,SA1,2022-08-30T04:05:00+0000,0,0,210,200,20,200,3,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRB3,-34.806844,138.521322
Torrens Island Power Station,42,SA1,2022-08-30T04:05:00+0000,20,21,210,200,20,200,4,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRB4,-34.806844,138.521322
Trevallyn Power Station,60.81003,TAS1,2022-08-30T04:05:00+0000,18.94,21.8,321,279,60,"20, 26.5","1, 2, 3-4",Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,TREVALLN,-41.42263297,147.1118721
Tribute Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,92,82.8,40,82.8,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,TRIBUTE,-41.81287029,145.6538199
Tumut 3 Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,1800,1500,600,250,1-Jun,Snowy Hydro Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,TUMUT3,-35.61121773,148.2916846
Tungatinah Power Station,108.39003,TAS1,2022-08-30T04:05:00+0000,76.33,86.71,142,125,75,25,"1, 2 & 5,3 & 4",Hydro-Electric Corporation,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,TUNGATIN,,
Tamar Valley Combined Cycle Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,208,208.6,"9, -","140.6, 68","1, 2",Hydro-Electric Corporation,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,TVCC201,-41.1401247,146.9036362
Bell Bay Three Power Station,0,TAS1,2022-08-30T04:05:00+0000,0,0,58,58,10,58,1,Hydro-Electric Corporation,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,TVPP104,-41.1399392,146.9034421
Tumut Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,665,616,"320, -","82, 72","1-4, 5-8",Snowy Hydro Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,UPPTUMUT,-35.951729,148.36371
Uranquinty Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,166,166,34,166,1,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,URANQ11,-35.179395,147.215692
Uranquinty Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,166,166,34,166,2,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,URANQ12,-35.179395,147.215692
Uranquinty Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,166,166,34,166,3,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,URANQ13,-35.179395,147.215692
Uranquinty Power Station,0,NSW1,2022-08-30T04:05:00+0000,0,0,166,166,34,166,4,Origin Energy Electricity Limited,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Y,URANQ14,-35.179395,147.215692
"Vales Point ""B"" Power Station",328.07501,NSW1,2022-08-30T04:05:00+0000,48.25,49.71,680,660,25,660,5,Delta Electricity,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,VP5,-33.160745,151.543146
"Vales Point ""B"" Power Station",230.425,NSW1,2022-08-30T04:05:00+0000,33.89,34.91,680,660,25,660,6,Delta Electricity,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,Y,VP6,-33.160745,151.543146
Wivenhoe Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,285,285,300,285,1,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Pump Storage,Y,W/HOE#1,-27.395212,152.609153
Wivenhoe Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,285,285,300,285,2,CleanCo Queensland Limited,Generator,Market,Scheduled,Hydro,Water,Renewable,Pump Storage,Y,W/HOE#2,-27.395212,152.609153
Waterloo Wind Farm,0,SA1,2022-08-30T04:05:00+0000,0,0,130,130.8,"27, -","3, 3.3","1-37, 38-43",Waterloo Wind Farm Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,WATERLWF,-34.00102479,138.9109315
West Kiewa Power Station,31.9,VIC1,2022-08-30T04:05:00+0000,93.82,102.9,34,31,15,15.5,WKIEWA1,AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,WKIEWA1,-36.760018,147.1862046
West Kiewa Power Station,32,VIC1,2022-08-30T04:05:00+0000,94.12,103.23,34,31,15,15.5,WKIEWA2,AGL Hydro Partnership,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,WKIEWA2,-36.760066,147.186048
Woodlawn Wind Farm,33.00299,NSW1,2022-08-30T04:05:00+0000,68.76,68.33,48,48.3,13,2.1,,Woodlawn Wind Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,WOODLWN1,-35.0860597,149.5716058
Townsville Gas Turbine,0,QLD1,2022-08-30T04:05:00+0000,0,0,174,160,17,160,1,AGL Hydro Partnership,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,YABULU,-19.201056,146.618707
Townsville Gas Turbine,0,QLD1,2022-08-30T04:05:00+0000,0,0,84,82,10,82,2,AGL Hydro Partnership,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,YABULU2,-19.201056,146.618707
Yarwun Power Station,0,QLD1,2022-08-30T04:05:00+0000,0,0,180,154,36,154,1,RTA Yarwun Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,YARWUN_1,-23.830645,151.15193
Yallourn 'W' Power Station,301,VIC1,2022-08-30T04:05:00+0000,76.2,83.61,395,360,79,360,1,EnergyAustralia Yallourn Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,YWPS1,-38.177015,146.342783
Yallourn 'W' Power Station,290.72406,VIC1,2022-08-30T04:05:00+0000,73.6,80.76,395,360,79,360,2,EnergyAustralia Yallourn Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,YWPS2,-38.177015,146.342783
Yallourn 'W' Power Station,0,VIC1,2022-08-30T04:05:00+0000,0,0,405,380,81,380,3,EnergyAustralia Yallourn Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,YWPS3,-38.177015,146.342783
Yallourn 'W' Power Station,378.86581,VIC1,2022-08-30T04:05:00+0000,93.55,99.7,405,380,81,380,4,EnergyAustralia Yallourn Pty Ltd,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,Y,YWPS4,-38.177015,146.342783
German Creek Power Station,22.5,QLD1,2022-08-30T04:05:00+0000,50,50.03,45,44.976,"0, -","1.979, 3.328","1-16, 17-20",EDL CSM (QLD) Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,N,GERMCRK,-22.928147,148.551497
Boco Rock Wind Farm,104.81,NSW1,2022-08-30T04:05:00+0000,92.75,92.6,113,113.18,"201, -","1.7, 1.62","1-58, 59-67",Boco Rock Wind Farm Pty Ltd,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,BOCORWF1,-36.57631059,149.1267246
